rang_societe;identifiant_societe;denomination;domaines;categories;nb_etablissements;nb_villes;villes;departements;adresses;meilleure_priorite;score_max;score_moyen
14783;423930122;CAROLINE DONNE (ADAM);PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;7 AVENUE ALBERT BARTHOLOME 75015 PARIS;TIEDE;50;50.0
14784;423959378;CAPUCINE JOURNE (COURLET DE VREGILLE);PRIVE;PRIV_SANTE_CABINET;1;1;PUTEAUX;92;6 RUE DU FOUR 92800 PUTEAUX;TIEDE;50;50.0
14785;423967843;BEATRICE SINGER;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;BATIMENT A 13 RUE DE SEINE 75006 PARIS;TIEDE;50;50.0
14786;423972652;MAURY-FRANCAIS  COSCAS;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;113 BOULEVARD SAINT-GERMAIN 75006 PARIS;TIEDE;50;50.0
14787;423976133;PAUL SEKNADJE;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;SELARL DU DOCTEUR PAUL SEKNADJE 8 RUE DECAMPS 75016 PARIS;TIEDE;50;50.0
14788;424013506;DANIEL KOREN;PRIVE;PRIV_SANTE_CENTRE;1;1;PARIS;75;15 RUE DES TOURNELLES 75004 PARIS;TIEDE;50;50.0
14789;424016137;ANNIE COUDERT;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;80 AVENUE KLEBER 75016 PARIS;TIEDE;50;50.0
14790;424016954;MOISE HASSAN;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;DR HASSAN MOISE SELARL DE MEDECINS 18 RUE DUPHOT 75001 PARIS;TIEDE;50;50.0
14791;424023695;MONIQUE GERS;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;257 RUE SAINT-MARTIN 75003 PARIS;TIEDE;50;50.0
14792;424026409;JEAN BUISSET;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;6 RUE SAINTE-BEUVE 75006 PARIS;TIEDE;50;50.0
14793;424028926;JEAN TARDY;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;5 RUE FELIX FAURE 75015 PARIS;TIEDE;50;50.0
14794;424030153;DR DAVID;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;15 BOULEVARD DU MONTPARNASSE 75006 PARIS;TIEDE;50;50.0
14795;424032142;PHILIPPE PINAY;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;81 RUE DU FAUBOURG SAINT-JACQUES 75014 PARIS;TIEDE;50;50.0
14796;424039345;CLAUDE BIOT;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;15 BOULEVARD DE DIXMUDE 75017 PARIS;TIEDE;50;50.0
14797;424049773;PHILIPPE SIMONIN;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;76 AVENUE DE WAGRAM 75017 PARIS;TIEDE;50;50.0
14798;424054617;BOUABDELLAM BOUKMELOUA;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;63 BOULEVARD MARGUERITE DE ROCHECHOUART 75009 PARIS;TIEDE;50;50.0
14799;424073633;ANDRE OBADIA;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;20 RUE EULER 75008 PARIS;TIEDE;50;50.0
14800;424109270;CABINET MEDICAL COHEN-HABABOU;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;86 RUE DE MIROMESNIL 75008 PARIS;TIEDE;50;50.0
14801;424175289;DIDIER SAMUEL;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;130 AVENUE DE VERSAILLES 75016 PARIS;TIEDE;50;50.0
14802;424202349;SOCIETE D'EXERCICE LIBERAL GITON ETIENNE ET ASSOCIES;PRIVE;PRIV_SANTE_CABINET;1;1;LE CHESNAY-ROCQUENCOURT;78;29 RUE DE VERSAILLES 78150 LE CHESNAY-ROCQUENCOURT;TIEDE;50;50.0
14803;424257269;BENOIT GUYON;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;17 RUE MADEMOISELLE 75015 PARIS;TIEDE;50;50.0
14804;424291904;FRANCOIS CHAPUT;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;54 RUE MADAME 75006 PARIS;TIEDE;50;50.0
14805;424316875;NELLY MARTIN;PRIVE;PRIV_SANTE_CENTRE;1;1;PARIS;75;237 RUE LA FAYETTE 75010 PARIS;TIEDE;50;50.0
14806;424318111;PHILIPPE GRAS (GRAS) (LE POUVOIR DE DIRE OUI);PRIVE;PRIV_SANTE_CENTRE;1;1;IVRY-SUR-SEINE;94;7 RUE ELISABETH 94200 IVRY-SUR-SEINE;TIEDE;50;50.0
14807;424326486;ERIC TORDJEMANN;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;130 RUE SAINT-CHARLES 75015 PARIS;TIEDE;50;50.0
14808;424335776;PHILIPPE POITOUT;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS 4;75;HOPITAL HOTEL DIEU 1 PL DU PARVIS NOTRE DAME 75004 PARIS 4;TIEDE;50;50.0
14809;424341774;VERONIQUE BERGEROL (GIBAULT);PRIVE;PRIV_SANTE_CABINET;1;1;COURBEVOIE;92;30 RUE DE BELFORT 92400 COURBEVOIE;TIEDE;50;50.0
14810;424365765;SERGE MILOSAVLJEVIC;PRIVE;PRIV_SANTE_CABINET;1;1;SAINT-DENIS;93;14 ALLEE DE SEINE 93200 SAINT-DENIS;TIEDE;50;50.0
14811;424395796;HENRI DAHAN;PRIVE;PRIV_SANTE_CABINET;1;1;LEVALLOIS-PERRET;92;44 RUE JEAN JAURES 92300 LEVALLOIS-PERRET;TIEDE;50;50.0
14812;424432219;L.T.J. (BISTROT LE 90);PRIVE;PRIV_RESTAURANT;1;1;PARIS;75;90 RUE DE LA TOUR 75016 PARIS;TIEDE;50;50.0
14813;424433167;LES OFFICIERS;PRIVE;PRIV_RESTAURANT;1;1;VINCENNES;94;3 AVENUE DE NOGENT 94300 VINCENNES;TIEDE;50;50.0
14814;424445609;CHARLES MSIKA;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;196 AVENUE VICTOR HUGO 75016 PARIS;TIEDE;50;50.0
14815;424470128;LILIANE SARANOVIC;PRIVE;PRIV_SANTE_CENTRE;1;1;PARIS;75;67 RUE OLIVIER METRA 75020 PARIS;TIEDE;50;50.0
14816;424504215;YVETTE GNANSIA;PRIVE;PRIV_SANTE_CENTRE;1;1;LE PRE-SAINT-GERVAIS;93;41 GRANDE AVENUE 93310 LE PRE-SAINT-GERVAIS;TIEDE;50;50.0
14817;424504272;DOMINIQUE DURIS;PRIVE;PRIV_SANTE_CENTRE;1;1;PARIS;75;53 RUE DAMESME 75013 PARIS;TIEDE;50;50.0
14818;424510089;GAELLE FADDA;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;14 RUE BAILLOU 75014 PARIS;TIEDE;50;50.0
14819;424538536;JEAN MARIE COLIN;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;37 RUE GODOT DE MAUROY 75009 PARIS;TIEDE;50;50.0
14820;424582823;EXELL FINANCE (VANEAU NEUF);PRIVE;IMMO_AGENCE;1;1;PARIS;75;49 RUE DE CHATEAUDUN 75009 PARIS;TIEDE;50;50.0
14821;424678324;LE JARDIN DU VAL;PRIVE;PRIV_COMMERCE;1;1;ARGENTEUIL;95;7 RUE DES GRIVES 95100 ARGENTEUIL;TIEDE;50;50.0
14822;424697142;ISABELLE JUNGFER;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;72 BOULEVARD HAUSSMANN 75008 PARIS;TIEDE;50;50.0
14823;424725638;BEATRICE DULCK;PRIVE;PRIV_SANTE_CENTRE;1;1;MALAKOFF;92;92 BOULEVARD GABRIEL PERI 92240 MALAKOFF;TIEDE;50;50.0
14824;424787208;DATA IMMO;PRIVE;IMMO_AGENCE;1;1;NEUILLY-SUR-SEINE;92;18 PLACE DU MARCHE 92200 NEUILLY-SUR-SEINE;TIEDE;50;50.0
14825;424842474;SOCIETE DANIEL THIBAULT IMMOBILIER (DTI);PRIVE;IMMO_AGENCE;1;1;PARIS;75;65 RUE DOMBASLE 75015 PARIS;TIEDE;50;50.0
14826;424870830;DOMINIQUE PILLIARD;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;9 RUE DE CIVRY 75016 PARIS;TIEDE;50;50.0
14827;424875045;COMPAGNIE INTERNATION COMMERCE GENERAL (COMING);PRIVE;PRIV_RESTAURANT;1;1;PUTEAUX;92;LA DEFENSE 10 35 COURS MICHELET 92800 PUTEAUX;TIEDE;50;50.0
14828;424884179;LE CAFE JULES;PRIVE;PRIV_RESTAURANT;1;1;SAINT-DENIS;93;IMMEUBLE BALTHAZAR PLACE DES DROITS DE L’HOMME 93200 SAINT-DENIS;TIEDE;50;50.0
14829;424952968;OLIVIER DE POYFERRE DE CERE;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;47 RUE DES VIGNES 75016 PARIS;TIEDE;50;50.0
14830;424964666;HADDAD;PRIVE;PRIV_SANTE_CABINET;1;1;LEVALLOIS-PERRET;92;4 RUE KLEBER 92300 LEVALLOIS-PERRET;TIEDE;50;50.0
14831;424967115;ROSINE CORIDIAN (BEL);PRIVE;PRIV_SANTE_CENTRE;1;1;PARIS;75;16 RUE DES WALLONS 75013 PARIS;TIEDE;50;50.0
14832;425054863;MAUD CLEMENT BAYARD (MARKUS);PRIVE;PRIV_SANTE_CENTRE;1;1;SAINT-CLOUD;92;3 RUE DES AVELINES 92210 SAINT-CLOUD;TIEDE;50;50.0
14833;425118874;RAMEY;PRIVE;IMMO_AGENCE;1;1;PARIS;75;2 RUE FERDINAND FLOCON 75018 PARIS;TIEDE;50;50.0
14834;425143906;SCM (LUCETTE);PRIVE;PRIV_RESTAURANT;1;1;VERSAILLES;78;22 RUE AU PAIN 78000 VERSAILLES;TIEDE;50;50.0
14835;427833819;ASS  P D R C C;PUBLIC;PUB_HOPITAL;1;1;SARCELLES;95;HOPITAL PRIVE NORD PARISIE 3 BD MAL DE LATTRE DE TASSIGNY 95200 SARCELLES;TIEDE;50;50.0
14836;427994777;ASS  DES VEUVES CIVILES DU 93 LOI 1901;PUBLIC;PUB_HOPITAL;1;1;ROSNY SOUS BOIS;93;11 RUE DU QUATRIEME ZOUAVE 93110 ROSNY SOUS BOIS;TIEDE;50;50.0
14837;428100093;KERSTIN GUNTHER;PRIVE;PRIV_SANTE_CABINET;1;1;NEUILLY-SUR-SEINE;92;HOPITAL AMERICAIN 63 BOULEVARD VICTOR HUGO 92200 NEUILLY-SUR-SEINE;TIEDE;50;50.0
14838;428163711;LYDIA DI PAOLO (DESARZENS);PRIVE;PRIV_SANTE_CENTRE;1;1;IVRY-SUR-SEINE;94;67 RUE MAURICE GUNSBOURG 94200 IVRY-SUR-SEINE;TIEDE;50;50.0
14839;428209340;SCDF PLANTE GEOFFRAY;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;2 RUE SAINT-HONORE 75001 PARIS;TIEDE;50;50.0
14840;428218630;LMHT;PRIVE;IMMO_AGENCE;1;1;SEVRES;92;1 GRANDE RUE 92310 SEVRES;TIEDE;50;50.0
14841;428261002;JOELLE TUBIANA;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;27 AVENUE MAC-MAHON 75017 PARIS;TIEDE;50;50.0
14842;428299119;HSM;PRIVE;PRIV_RESTAURANT;1;1;SAINT-DENIS;93;4 RUE LOUIS MARCHAND 93200 SAINT-DENIS;TIEDE;50;50.0
14843;428421903;CENTRE D'ETUDES ET DE RECHERCHES SUR LES MOUVEMENTS TROTSKYSTE ET REVOLUTIONNAIRES INTERNATIONAUX (CERMTRI);PUBLIC;PUB_MUSEE;1;1;PARIS;75;87 RUE DU FAUBOURG SAINT-DENIS 75010 PARIS;TIEDE;50;50.0
14844;428428684;ASS  EDUCATION POPULAIRE ST JEAN BOSCO;PUBLIC;PUB_ECOLE;1;1;PARIS;75;70 RUE DES HAIES 75020 PARIS;TIEDE;50;50.0
14845;428429831;ASS  OD YOSSEF HAI;PUBLIC;PUB_ECOLE;1;1;PARIS;75;CHEZ MR BISMUTH 18 RUE PELLEPORT 75020 PARIS;TIEDE;50;50.0
14846;428442727;DANIELE GERMON;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;3 BOULEVARD PERSHING 75017 PARIS;TIEDE;50;50.0
14847;428462139;STEF MENAUTEAU ET LORPHELIN;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;134 RUE BLOMET 75015 PARIS;TIEDE;50;50.0
14848;428468102;FREDERIC MARCHAL;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;4 RUE CHARLES MARIE WIDOR 75016 PARIS;TIEDE;50;50.0
14849;428479661;STEF ASSOUS ZEITOUN BENICHOU;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;112 RUE DE VAUGIRARD 75006 PARIS;TIEDE;50;50.0
14850;428487128;STEF YANG DRUET MOUCHET;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;121 RUE DE L'OUEST 75014 PARIS;TIEDE;50;50.0
14851;428497564;STEF LEPREUX APTER BAGUR;PRIVE;PRIV_SANTE_CABINET;1;1;COURBEVOIE;92;12 RUE DE LA MONTAGNE 92400 COURBEVOIE;TIEDE;50;50.0
14852;428498299;STEF BENNAIM BRUNET;PRIVE;PRIV_SANTE_CENTRE;1;1;GENNEVILLIERS;92;157 AVENUE GABRIEL PERI 92230 GENNEVILLIERS;TIEDE;50;50.0
14853;428498711;STEF VAN DE PUTTE B. ET CARPENTIER PHILI;PRIVE;PRIV_SANTE_CABINET;1;1;LEVALLOIS PERRET;92;57 RUE DU PDT WILSON 92300 LEVALLOIS PERRET;TIEDE;50;50.0
14854;428504377;ASS  SYNDICALE DU QUARTIER BOIELDIEU;PUBLIC;PUB_MUSEE;1;1;PUTEAUX;92;131 RUE DE LA REPUBLIQUE 92800 PUTEAUX;TIEDE;50;50.0
14855;428507669;ASS  ASSOCIATION PIC ETUDES DE LA FORMAT;PUBLIC;PUB_MAIRIE;1;1;ISSY-LES-MOULINEAUX;92;4 RUE PAUL BERT 92130 ISSY-LES-MOULINEAUX;TIEDE;50;50.0
14856;428568729;LES ARTS;PRIVE;PRIV_RESTAURANT;1;1;BOULOGNE-BILLANCOURT;92;7 ROND-POINT RHIN ET DANUBE 92100 BOULOGNE-BILLANCOURT;TIEDE;50;50.0
14857;428621692;LA MER;PRIVE;PRIV_RESTAURANT;1;1;RUNGIS;94;MIN 6 QUAI DE LORIENT 94150 RUNGIS;TIEDE;50;50.0
14858;428628465;SOPHIE JURADO;PRIVE;PRIV_SANTE_CENTRE;1;1;BAGNOLET;93;53 RUE RENE ALAZARD 93170 BAGNOLET;TIEDE;50;50.0
14859;428672620;ANNIE NOVIC (SARFATI);PRIVE;PRIV_SANTE_CABINET;1;1;BOULOGNE-BILLANCOURT;92;54 RUE ESCUDIER 92100 BOULOGNE-BILLANCOURT;TIEDE;50;50.0
14860;428705933;ASS ATP SIDA MST TRAITEMENT PREVENTION;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;2 PLACE DU DOCTEUR ALFRED FOURNIER 75010 PARIS;TIEDE;50;50.0
14861;428711725;JEANNE BORLOO BAZIN;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;97 AVENUE VICTOR HUGO 75016 PARIS;TIEDE;50;50.0
14862;428717979;HERVE PICARD;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;64 RUE VIEILLE DU TEMPLE 75003 PARIS;TIEDE;50;50.0
14863;428717987;STEPHANE BIDOIRE;PRIVE;PRIV_SANTE_CENTRE;1;1;PARIS;75;6 RUE BELLIER-DEDOUVRE 75013 PARIS;TIEDE;50;50.0
14864;428741037;ASS LAISSEZ LES VIVRE;PRIVE;PRIV_SANTE_CENTRE;1;1;NANTERRE;92;36 RUE DE LA SOURCE 92000 NANTERRE;TIEDE;50;50.0
14865;428763718;ESTHER DIDEROT;PRIVE;PRIV_SANTE_CENTRE;1;1;PARIS;75;1 T RUE MORERE 75014 PARIS;TIEDE;50;50.0
14866;428786776;JACQUES TORDJMAN;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;CABINET DU DR CHAMBRAUD 2 RUE DE LA BRIQUETERIE 75014 PARIS;TIEDE;50;50.0
14867;428787568;GUAN ZHANG;PRIVE;PRIV_SANTE_CENTRE;1;1;PARIS;75;BUN CHAO TANG 3 RUE DU MOULINET 75013 PARIS;TIEDE;50;50.0
14868;428797179;BRIGITTE BERNARD;PRIVE;PRIV_SANTE_CENTRE;1;1;PARIS;75;41 BOULEVARD HENRI IV 75004 PARIS;TIEDE;50;50.0
14869;428843692;ROYAL PLAISANCE;PRIVE;PRIV_RESTAURANT;1;1;NEUILLY-PLAISANCE;93;11 BOULEVARD GALLIENI 93360 NEUILLY-PLAISANCE;TIEDE;50;50.0
14870;428902373;LES AMIS DES MESSINA;PRIVE;PRIV_RESTAURANT;1;1;PARIS 12;75;204 RUE DU FBG ST ANTOINE 75012 PARIS 12;TIEDE;50;50.0
14871;428974240;PHILIPPE JOSSE;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;6 SQUARE JOUVENET 75016 PARIS;TIEDE;50;50.0
14872;428995021;MONIQUE PETIT;PRIVE;PRIV_SANTE_CENTRE;1;1;PARIS;75;9 RUE DES ANNELETS 75019 PARIS;TIEDE;50;50.0
14873;429008428;STEP SIVIGNON ET MAZETIER;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;17 RUE SAINT-GERMAIN L'AUXERROIS 75001 PARIS;TIEDE;50;50.0
14874;429012453;SANDRINE UZAN (TOUITOU);PRIVE;PRIV_SANTE_CABINET;1;1;LEVALLOIS-PERRET;92;6 PLACE DE LA REPUBLIQUE 92300 LEVALLOIS-PERRET;TIEDE;50;50.0
14875;429055528;LAURENT TENNENBAUM;PRIVE;PRIV_SANTE_CENTRE;1;1;LE KREMLIN-BICETRE;94;2 RUE DU GENERAL LECLERC 94270 LE KREMLIN-BICETRE;TIEDE;50;50.0
14876;429081623;BONABES DE ROUGE;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;18 RUE VIGNON 75009 PARIS;TIEDE;50;50.0
14877;429094154;SOCIETE RESTAURANT DU GOLF DE SAINT-NOM (SRGSN SAS);PRIVE;PRIV_RESTAURANT;1;1;SAINT-NOM-LA-BRETECHE;78;GOLF DE SAINT NOM BRETECHE HAMEAU TUILERIE BIGNON 78860 SAINT-NOM-LA-BRETECHE;TIEDE;50;50.0
14878;429097157;JEAN LOUKA;PRIVE;PRIV_SANTE_CENTRE;1;1;PARIS;75;74 RUE DUNOIS 75013 PARIS;TIEDE;50;50.0
14879;429099401;LAURENCE CLUDY;PRIVE;PRIV_SANTE_CENTRE;1;1;PARIS;75;28 PASSAGE TRUBERT-BELLIER 75013 PARIS;TIEDE;50;50.0
14880;429125206;PATRICE ELFANDI;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;47 RUE BONAPARTE 75006 PARIS;TIEDE;50;50.0
14881;429152382;ASS SYND NATL MEDECINS OSTEOTHERAPR FRA;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;79 RUE DE TOCQUEVILLE 75017 PARIS;TIEDE;50;50.0
14882;429157712;ASS AREDA DEPRESSION ET ANXIETE;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;SERVICE DE PSYCHIATRIE 46 RUE HENRI HUCHARD 75018 PARIS;TIEDE;50;50.0
14883;429157894;ASS PRISE CHARGE INFECTION RESPIRATOIRE;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;46 RUE HENRI HUCHARD 75018 PARIS;TIEDE;50;50.0
14884;429161607;ALBANE LEPOIVRE;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;4 RUE CHALGRIN 75016 PARIS;TIEDE;50;50.0
14885;429204944;STANISLAS CHAUSSADE;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;HOPITAL COCHIN 27 RUE DU FAUBOURG SAINT-JACQUES 75014 PARIS;TIEDE;50;50.0
14886;429312424;THIEN LE;PRIVE;PRIV_SANTE_CABINET;1;1;SEVRES;92;39 GRANDE RUE 92310 SEVRES;TIEDE;50;50.0
14887;429344211;BRODATY;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;89 RUE DE LA POMPE 75016 PARIS;TIEDE;50;50.0
14888;429356694;ASS GAPS;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;7 RUE GODOT DE MAUROY 75009 PARIS;TIEDE;50;50.0
14889;429359292;CATHERINE BERTRAND;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;26 RUE DES ROSIERS 75004 PARIS;TIEDE;50;50.0
14890;429387566;STE FAIT SERA;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;80 RUE FELIX FAURE 75015 PARIS;TIEDE;50;50.0
14891;429388374;VENANCE VARILLE;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;20 B RUE LA BOETIE 75008 PARIS;TIEDE;50;50.0
14892;429397714;GERARD KARSENTY;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;39 RUE FRANCOIS IER 75008 PARIS;TIEDE;50;50.0
14893;429446974;ASS ATREC TRAIT RECHERC ENSEIGNT CANCER;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;2 PLACE DU DOCTEUR ALFRED FOURNIER 75010 PARIS;TIEDE;50;50.0
14894;429447105;ASS ADRL DEVELOPPT RECHERCHE LEUCEMIE;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;2 PLACE DU DOCTEUR ALFRED FOURNIER 75010 PARIS;TIEDE;50;50.0
14895;429447352;ABC IMMOBILIER (ABC LIBERTE);PRIVE;IMMO_AGENCE;1;1;CHARENTON-LE-PONT;94;165 RUE DE PARIS 94220 CHARENTON-LE-PONT;TIEDE;50;50.0
14896;429447410;ASS RECHERCHE ET TRANSFUSIONS;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;2 PLACE DU DOCTEUR ALFRED FOURNIER 75010 PARIS;TIEDE;50;50.0
14897;429448152;ASSOC SCO FRANCAISE D HEMPHERESE;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;27 RUE DU FAUBOURG SAINT-JACQUES 75014 PARIS;TIEDE;50;50.0
14898;429448285;ASS INSTITUT RECH REACTIFS IMMUNOLOGIQUE;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;2 PLACE DU DOCTEUR ALFRED FOURNIER 75010 PARIS;TIEDE;50;50.0
14899;429454242;LE MIMOSA;PRIVE;PRIV_RESTAURANT;1;1;PARIS;75;79 ET 79 RUE DE LA CROIX NIVERT 75015 PARIS;TIEDE;50;50.0
14900;429475643;ASSOC E R D E L 1901;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;2 PLACE DU DOCTEUR ALFRED FOURNIER 75010 PARIS;TIEDE;50;50.0
14901;429476062;ASSOC CENTRE RECH ONCO HEMATO PEDIAT;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;2 PLACE DU DOCTEUR ALFRED FOURNIER 75010 PARIS;TIEDE;50;50.0
14902;429524010;LAURENCE PARKER (DE VEDRINES);PRIVE;PRIV_SANTE_CENTRE;1;1;RUEIL-MALMAISON;92;25 HAMEAU DE BOIS PREAU 58 ROUTE DE L'EMPEREUR 92500 RUEIL-MALMAISON;TIEDE;50;50.0
14903;429534217;ASS MEDECINE PREVENTIVE CME;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;12 AVENUE DE LA GRANDE ARMEE 75017 PARIS;TIEDE;50;50.0
14904;429565468;A & A  PARTICIPATIONS;PRIVE;IMMO_AGENCE;1;1;PARIS;75;262 BOULEVARD SAINT-GERMAIN 75007 PARIS;TIEDE;50;50.0
14905;429576440;RAF RAF PILO;PRIVE;PRIV_RESTAURANT;1;1;NOISY-LE-GRAND;93;78-82 78 AVENUE MEDERIC 93160 NOISY-LE-GRAND;TIEDE;50;50.0
14906;429608912;GROUPEMENT PATY REFABERT AMORIC;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;26 AVENUE DE LOWENDAL 75015 PARIS;TIEDE;50;50.0
14907;429616014;KIM TRINH;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;6 AVENUE MAC-MAHON 75017 PARIS;TIEDE;50;50.0
14908;429641822;SEBASTIEN GRILLAT;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;17 RUE LA BRUYERE 75009 PARIS;TIEDE;50;50.0
14909;429648785;MAHMOUD FAWAZ;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;186 RUE DE LA CONVENTION 75015 PARIS;TIEDE;50;50.0
14910;429653140;JOELLE DE GOEJE (RENAUD);PRIVE;PRIV_SANTE_CENTRE;1;1;BOIS-COLOMBES;92;11 RUE LORADOUX 92270 BOIS-COLOMBES;TIEDE;50;50.0
14911;429715733;EURL SOLIMMO;PRIVE;IMMO_AGENCE;1;1;PUTEAUX;92;36 BOULEVARD RICHARD WALLACE 92800 PUTEAUX;TIEDE;50;50.0
14912;429728546;COMPAGNIE PARISIENNE DE RESTAURATION;PRIVE;PRIV_RESTAURANT;1;1;PARIS;75;4 RUE DU FAUBOURG MONTMARTRE 75009 PARIS;TIEDE;50;50.0
14913;429758055;MICHELLE RENOUARD DE BUSSIERE;PUBLIC;PUB_MUSEE;1;1;PARIS;75;6 RUE DE SFAX 75016 PARIS;TIEDE;50;50.0
14914;429788474;ANGE MATTE;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;11 RUE DE MARIGNAN 75008 PARIS;TIEDE;50;50.0
14915;429887839;SCM DBBKV;PRIVE;PRIV_SANTE_CABINET;1;1;NEUILLY-SUR-SEINE;92;1 B RUE DES DAMES AUGUSTINES 92200 NEUILLY-SUR-SEINE;TIEDE;50;50.0
14916;429973092;ASS AFERPKRCV;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;10 RUE LACRETELLE 75015 PARIS;TIEDE;50;50.0
14917;429995970;LAETITIA PAOLAGGI;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;7 RUE BERGERE 75009 PARIS;TIEDE;50;50.0
14918;429999881;MARIE ALMERAS;PRIVE;PRIV_SANTE_CENTRE;1;1;PUTEAUX;92;24 JARDINS BOIELDIEU 92800 PUTEAUX;TIEDE;50;50.0
14919;430024679;MICHEL FARAH;PRIVE;PRIV_SANTE_CENTRE;1;1;CHARENTON-LE-PONT;94;29 RUE DE LA REPUBLIQUE 94220 CHARENTON-LE-PONT;TIEDE;50;50.0
14920;430077024;SELARL DE MEDECINS MASVEYRAUD;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;14 AVENUE KLEBER 75016 PARIS;TIEDE;50;50.0
14921;430113670;CELINE MACY (LUCE);PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;9 RUE TIPHAINE 75015 PARIS;TIEDE;50;50.0
14922;430135624;NICOLAS GMATI;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;161 BOULEVARD HAUSSMANN 75008 PARIS;TIEDE;50;50.0
14923;430153999;HARINIVO RAMAROKOTO;PRIVE;PRIV_SANTE_CABINET;1;1;ASNIERES-SUR-SEINE;92;3 RUE PIERRE JOIGNEAUX 92600 ASNIERES-SUR-SEINE;TIEDE;50;50.0
14924;430174763;SANDRA TEXIER;PRIVE;PRIV_SANTE_CABINET;1;1;PARIS;75;13 RUE DE TEHERAN 75008 PARIS;TIEDE;50;50.0
